Date,Product,Usage,DayName,Month,Year
2025-04-25,Chicken,290.0,Friday,4,2025
2025-04-26,Chicken,601.0,Saturday,4,2025
2025-04-27,Chicken,248.0,Sunday,4,2025
2025-04-28,Chicken,417.0,Monday,4,2025
2025-04-29,Chicken,3009.0,Tuesday,4,2025
2025-04-30,Chicken,349.0,Wednesday,4,2025
2025-05-01,Chicken,323.0,Thursday,5,2025
2025-05-02,Chicken,228.0,Friday,5,2025
2025-05-03,Chicken,630.0,Saturday,5,2025
2025-05-04,Chicken,249.0,Sunday,5,2025
2025-05-05,Chicken,468.0,Monday,5,2025
2025-05-06,Chicken,2562.0,Tuesday,5,2025
2025-05-07,Chicken,499.0,Wednesday,5,2025
2025-05-08,Chicken,643.0,Thursday,5,2025
2025-05-09,Chicken,643.0,Friday,5,2025
2025-05-10,Chicken,183.0,Saturday,5,2025
2025-05-11,Chicken,738.0,Sunday,5,2025
2025-05-12,Chicken,338.0,Monday,5,2025
2025-05-13,Chicken,2679.0,Tuesday,5,2025
2025-05-14,Chicken,727.0,Wednesday,5,2025
2025-05-15,Chicken,532.0,Thursday,5,2025
2025-05-16,Chicken,314.0,Friday,5,2025
2025-05-17,Chicken,930.0,Saturday,5,2025
2025-05-18,Chicken,360.0,Sunday,5,2025
2025-05-19,Chicken,521.0,Monday,5,2025
2025-05-20,Chicken,3002.0,Tuesday,5,2025
2025-05-21,Chicken,472.0,Wednesday,5,2025
2025-05-22,Chicken,692.0,Thursday,5,2025
2025-05-23,Chicken,326.0,Friday,5,2025
2025-05-24,Chicken,956.0,Saturday,5,2025
2025-05-25,Chicken,546.0,Sunday,5,2025
2025-05-26,Chicken,465.0,Monday,5,2025
2025-05-27,Chicken,3198.0,Tuesday,5,2025
2025-05-28,Chicken,643.0,Wednesday,5,2025
2025-05-29,Chicken,802.0,Thursday,5,2025
2025-05-30,Chicken,513.0,Friday,5,2025
2025-05-31,Chicken,723.0,Saturday,5,2025
2025-06-01,Chicken,425.0,Sunday,6,2025
2025-06-02,Chicken,611.0,Monday,6,2025
2025-06-03,Chicken,2963.0,Tuesday,6,2025
2025-06-04,Chicken,715.0,Wednesday,6,2025
2025-06-05,Chicken,233.0,Thursday,6,2025
2025-06-06,Chicken,233.0,Friday,6,2025
2025-06-07,Chicken,200.0,Saturday,6,2025
2025-06-08,Chicken,248.0,Sunday,6,2025
2025-06-09,Chicken,190.0,Monday,6,2025
2025-06-10,Chicken,1276.0,Tuesday,6,2025
2025-06-11,Chicken,228.0,Wednesday,6,2025
2025-06-12,Chicken,272.0,Thursday,6,2025
2025-06-13,Chicken,222.0,Friday,6,2025
2025-06-14,Chicken,667.0,Saturday,6,2025
2025-06-15,Chicken,463.0,Sunday,6,2025
2025-06-16,Chicken,578.0,Monday,6,2025
2025-06-17,Chicken,2652.0,Tuesday,6,2025
2025-06-18,Chicken,625.0,Wednesday,6,2025
2025-06-19,Chicken,1014.0,Thursday,6,2025
2025-06-20,Chicken,354.0,Friday,6,2025
2025-06-21,Chicken,693.0,Saturday,6,2025
2025-06-22,Chicken,547.0,Sunday,6,2025
2025-06-23,Chicken,630.0,Monday,6,2025
2025-06-24,Chicken,3071.0,Tuesday,6,2025
2025-06-25,Chicken,512.0,Wednesday,6,2025
2025-06-26,Chicken,587.0,Thursday,6,2025
2025-06-27,Chicken,318.0,Friday,6,2025
2025-06-28,Chicken,784.0,Saturday,6,2025
2025-06-29,Chicken,465.0,Sunday,6,2025
2025-06-30,Chicken,574.0,Monday,6,2025
2025-07-01,Chicken,3138.0,Tuesday,7,2025
2025-07-02,Chicken,411.0,Wednesday,7,2025
2025-07-03,Chicken,850.0,Thursday,7,2025
2025-07-04,Chicken,418.0,Friday,7,2025
2025-07-05,Chicken,977.0,Saturday,7,2025
2025-07-06,Chicken,378.0,Sunday,7,2025
2025-07-07,Chicken,480.0,Monday,7,2025
2025-07-08,Chicken,3169.0,Tuesday,7,2025
2025-07-09,Chicken,615.0,Wednesday,7,2025
2025-07-10,Chicken,693.0,Thursday,7,2025
2025-07-11,Chicken,377.0,Friday,7,2025
2025-07-12,Chicken,821.0,Saturday,7,2025
2025-07-13,Chicken,523.0,Sunday,7,2025
2025-07-14,Chicken,391.0,Monday,7,2025
2025-07-15,Chicken,3223.0,Tuesday,7,2025
2025-07-16,Chicken,552.0,Wednesday,7,2025
2025-07-17,Chicken,657.0,Thursday,7,2025
2025-07-18,Chicken,338.0,Friday,7,2025
2025-07-19,Chicken,592.0,Saturday,7,2025
2025-07-20,Chicken,785.0,Sunday,7,2025
2025-07-21,Chicken,387.0,Monday,7,2025
2025-07-22,Chicken,3355.0,Tuesday,7,2025
2025-07-23,Chicken,846.0,Wednesday,7,2025
2025-07-24,Chicken,979.0,Thursday,7,2025
2025-07-25,Chicken,561.0,Friday,7,2025
2025-07-26,Chicken,785.0,Saturday,7,2025
2025-07-27,Chicken,508.0,Sunday,7,2025
2025-07-28,Chicken,517.0,Monday,7,2025
2025-07-29,Chicken,3750.0,Tuesday,7,2025
2025-07-30,Chicken,665.0,Wednesday,7,2025
2025-07-31,Chicken,582.0,Thursday,7,2025
2025-08-01,Chicken,378.0,Friday,8,2025
2025-08-02,Chicken,1088.0,Saturday,8,2025
2025-08-03,Chicken,503.0,Sunday,8,2025
2025-08-04,Chicken,290.0,Monday,8,2025
2025-08-05,Chicken,2086.0,Tuesday,8,2025
2025-08-06,Chicken,506.0,Wednesday,8,2025
2025-08-07,Chicken,741.0,Thursday,8,2025
2025-08-08,Chicken,373.0,Friday,8,2025
2025-08-09,Chicken,1000.0,Saturday,8,2025
2025-08-10,Chicken,646.0,Sunday,8,2025
2025-08-11,Chicken,556.0,Monday,8,2025
2025-08-12,Chicken,3747.0,Tuesday,8,2025
2025-08-13,Chicken,755.0,Wednesday,8,2025
2025-08-14,Chicken,554.0,Thursday,8,2025
2025-08-15,Chicken,386.0,Friday,8,2025
2025-08-16,Chicken,909.0,Saturday,8,2025
2025-08-17,Chicken,805.0,Sunday,8,2025
2025-08-18,Chicken,581.0,Monday,8,2025
2025-08-19,Chicken,4224.0,Tuesday,8,2025
2025-08-20,Chicken,725.0,Wednesday,8,2025
2025-08-21,Chicken,544.0,Thursday,8,2025
2025-08-22,Chicken,422.0,Friday,8,2025
2025-08-23,Chicken,951.0,Saturday,8,2025
2025-08-24,Chicken,791.0,Sunday,8,2025
2025-08-25,Chicken,460.0,Monday,8,2025
2025-08-26,Chicken,4336.0,Tuesday,8,2025
2025-08-27,Chicken,654.0,Wednesday,8,2025
2025-08-28,Chicken,601.0,Thursday,8,2025
2025-08-29,Chicken,377.0,Friday,8,2025
2025-08-30,Chicken,928.0,Saturday,8,2025
2025-08-31,Chicken,751.0,Sunday,8,2025
2025-09-01,Chicken,431.0,Monday,9,2025
2025-09-02,Chicken,4189.0,Tuesday,9,2025
2025-09-03,Chicken,585.0,Wednesday,9,2025
2025-09-04,Chicken,588.0,Thursday,9,2025
2025-09-05,Chicken,394.0,Friday,9,2025
2025-09-06,Chicken,751.0,Saturday,9,2025
2025-09-07,Chicken,482.0,Sunday,9,2025
2025-09-08,Chicken,424.0,Monday,9,2025
2025-09-09,Chicken,4088.0,Tuesday,9,2025
2025-09-10,Chicken,441.0,Wednesday,9,2025
2025-09-11,Chicken,681.0,Thursday,9,2025
2025-09-12,Chicken,280.0,Friday,9,2025
2025-09-13,Chicken,881.0,Saturday,9,2025
2025-09-14,Chicken,527.0,Sunday,9,2025
2025-09-15,Chicken,640.0,Monday,9,2025
2025-09-16,Chicken,4185.0,Tuesday,9,2025
2025-09-17,Chicken,603.0,Wednesday,9,2025
2025-09-18,Chicken,648.0,Thursday,9,2025
2025-09-19,Chicken,458.0,Friday,9,2025
2025-09-20,Chicken,951.0,Saturday,9,2025
2025-09-21,Chicken,601.0,Sunday,9,2025
2025-09-22,Chicken,492.0,Monday,9,2025
2025-09-23,Chicken,4090.0,Tuesday,9,2025
2025-09-24,Chicken,565.0,Wednesday,9,2025
2025-09-25,Chicken,833.0,Thursday,9,2025
2025-09-26,Chicken,328.0,Friday,9,2025
2025-09-27,Chicken,926.0,Saturday,9,2025
2025-09-28,Chicken,621.0,Sunday,9,2025
2025-09-29,Chicken,599.0,Monday,9,2025
2025-09-30,Chicken,3711.0,Tuesday,9,2025
2025-10-01,Chicken,299.0,Wednesday,10,2025
2025-10-02,Chicken,328.0,Thursday,10,2025
2025-10-03,Chicken,240.0,Friday,10,2025
2025-10-04,Chicken,778.0,Saturday,10,2025
2025-10-05,Chicken,542.0,Sunday,10,2025
2025-10-06,Chicken,400.0,Monday,10,2025
2025-10-07,Chicken,4014.0,Tuesday,10,2025
2025-10-08,Chicken,548.0,Wednesday,10,2025
2025-10-09,Chicken,786.0,Thursday,10,2025
2025-10-10,Chicken,253.0,Friday,10,2025
2025-10-11,Chicken,1127.0,Saturday,10,2025
2025-10-12,Chicken,530.0,Sunday,10,2025
2025-10-13,Chicken,507.0,Monday,10,2025
2025-10-14,Chicken,3863.0,Tuesday,10,2025
2025-10-15,Chicken,663.0,Wednesday,10,2025
2025-10-16,Chicken,513.0,Thursday,10,2025
2025-10-17,Chicken,299.0,Friday,10,2025
2025-10-18,Chicken,912.0,Saturday,10,2025
2025-10-19,Chicken,482.0,Sunday,10,2025
2025-10-20,Chicken,770.0,Monday,10,2025
2025-10-21,Chicken,3596.0,Tuesday,10,2025
2025-10-22,Chicken,540.0,Wednesday,10,2025
2025-10-23,Chicken,627.0,Thursday,10,2025
2025-10-24,Chicken,331.0,Friday,10,2025
2025-10-25,Chicken,983.0,Saturday,10,2025
2025-10-26,Chicken,787.0,Sunday,10,2025
2025-10-27,Chicken,526.0,Monday,10,2025
2025-10-28,Chicken,4042.0,Tuesday,10,2025
2025-10-29,Chicken,490.0,Wednesday,10,2025
2025-10-30,Chicken,643.0,Thursday,10,2025
2025-10-31,Chicken,306.0,Friday,10,2025
2025-11-01,Chicken,976.0,Saturday,11,2025
2025-11-02,Chicken,424.0,Sunday,11,2025
2025-11-03,Chicken,525.0,Monday,11,2025
2025-11-04,Chicken,4104.0,Tuesday,11,2025
2025-11-05,Chicken,575.0,Wednesday,11,2025
2025-11-06,Chicken,850.0,Thursday,11,2025
2025-11-07,Chicken,401.0,Friday,11,2025
2025-11-08,Chicken,984.0,Saturday,11,2025
2025-11-09,Chicken,446.0,Sunday,11,2025
2025-11-10,Chicken,509.0,Monday,11,2025
2025-11-11,Chicken,3678.0,Tuesday,11,2025
2025-11-12,Chicken,613.0,Wednesday,11,2025
2025-11-13,Chicken,599.0,Thursday,11,2025
2025-11-14,Chicken,377.0,Friday,11,2025
2025-11-15,Chicken,1000.0,Saturday,11,2025
2025-11-16,Chicken,386.0,Sunday,11,2025
2025-11-17,Chicken,488.0,Monday,11,2025
2025-11-18,Chicken,4012.0,Tuesday,11,2025
2025-11-19,Chicken,531.0,Wednesday,11,2025
2025-11-20,Chicken,820.0,Thursday,11,2025
2025-11-21,Chicken,332.0,Friday,11,2025
2025-11-22,Chicken,850.0,Saturday,11,2025
2025-11-23,Chicken,551.0,Sunday,11,2025
2025-11-24,Chicken,600.0,Monday,11,2025
2025-11-25,Chicken,3820.0,Tuesday,11,2025
2025-11-26,Chicken,466.0,Wednesday,11,2025
2025-11-27,Chicken,492.0,Thursday,11,2025
2025-11-28,Chicken,472.0,Friday,11,2025
2025-11-29,Chicken,363.0,Saturday,11,2025
2025-11-30,Chicken,412.0,Sunday,11,2025
2025-12-01,Chicken,541.0,Monday,12,2025
2025-12-02,Chicken,4135.0,Tuesday,12,2025
2025-12-03,Chicken,672.0,Wednesday,12,2025
2025-12-04,Chicken,838.0,Thursday,12,2025
2025-12-05,Chicken,306.0,Friday,12,2025
2025-12-06,Chicken,1011.0,Saturday,12,2025
2025-12-07,Chicken,594.0,Sunday,12,2025
2025-12-08,Chicken,719.0,Monday,12,2025
2025-12-09,Chicken,3464.0,Tuesday,12,2025
2025-12-10,Chicken,1098.0,Wednesday,12,2025
2025-12-11,Chicken,592.0,Thursday,12,2025
2025-12-12,Chicken,438.0,Friday,12,2025
2025-12-13,Chicken,878.0,Saturday,12,2025
2025-12-14,Chicken,503.0,Sunday,12,2025
2025-12-15,Chicken,577.0,Monday,12,2025
2025-12-16,Chicken,1857.0,Tuesday,12,2025
2025-12-17,Chicken,466.0,Wednesday,12,2025
2025-12-18,Chicken,492.0,Thursday,12,2025
2025-12-19,Chicken,472.0,Friday,12,2025
2025-12-20,Chicken,363.0,Saturday,12,2025
2025-12-21,Chicken,482.0,Sunday,12,2025
2025-12-22,Chicken,751.0,Monday,12,2025
2025-12-23,Chicken,3612.0,Tuesday,12,2025
2025-12-24,Chicken,705.0,Wednesday,12,2025
2025-12-25,Chicken,305.0,Thursday,12,2025
2025-12-26,Chicken,319.0,Friday,12,2025
2025-12-27,Chicken,835.0,Saturday,12,2025
2025-12-28,Chicken,597.0,Sunday,12,2025
2025-12-29,Chicken,785.0,Monday,12,2025
2025-12-30,Chicken,3969.0,Tuesday,12,2025
2025-12-31,Chicken,793.0,Wednesday,12,2025
2026-01-01,Chicken,755.0,Thursday,1,2026
2026-01-02,Chicken,309.0,Friday,1,2026
2026-01-03,Chicken,926.0,Saturday,1,2026
2026-01-04,Chicken,586.0,Sunday,1,2026
2026-01-05,Chicken,399.0,Monday,1,2026
2026-01-06,Chicken,3378.0,Tuesday,1,2026
2026-01-07,Chicken,802.0,Wednesday,1,2026
2026-01-08,Chicken,525.0,Thursday,1,2026
2026-01-09,Chicken,343.0,Friday,1,2026
2026-01-10,Chicken,516.0,Saturday,1,2026
2026-01-11,Chicken,455.0,Sunday,1,2026
2026-01-12,Chicken,413.0,Monday,1,2026
2026-01-13,Chicken,3534.0,Tuesday,1,2026
2026-01-14,Chicken,632.0,Wednesday,1,2026
2026-01-15,Chicken,456.0,Thursday,1,2026
2026-01-16,Chicken,342.0,Friday,1,2026
2026-01-17,Chicken,640.0,Saturday,1,2026
2026-01-18,Chicken,462.0,Sunday,1,2026
2026-01-19,Chicken,538.0,Monday,1,2026
2026-01-20,Chicken,3374.0,Tuesday,1,2026
2026-01-21,Chicken,580.0,Wednesday,1,2026
2026-01-22,Chicken,690.0,Thursday,1,2026
2026-01-23,Chicken,350.0,Friday,1,2026
2026-01-24,Chicken,823.0,Saturday,1,2026
2026-01-25,Chicken,664.0,Sunday,1,2026
2026-01-26,Chicken,445.0,Monday,1,2026
2026-01-27,Chicken,3463.0,Tuesday,1,2026
2026-01-28,Chicken,431.0,Wednesday,1,2026
2026-01-29,Chicken,755.0,Thursday,1,2026
2026-01-30,Chicken,331.0,Friday,1,2026
2026-01-31,Chicken,711.0,Saturday,1,2026
2026-02-01,Chicken,394.0,Sunday,2,2026
2026-02-02,Chicken,487.0,Monday,2,2026
2026-02-03,Chicken,2519.0,Tuesday,2,2026
2026-02-04,Chicken,367.0,Wednesday,2,2026
2026-02-05,Chicken,554.0,Thursday,2,2026
2026-02-06,Chicken,342.0,Friday,2,2026
2026-02-07,Chicken,762.0,Saturday,2,2026
2026-02-08,Chicken,568.0,Sunday,2,2026
2026-02-09,Chicken,397.0,Monday,2,2026
2026-02-10,Chicken,3004.0,Tuesday,2,2026
2026-02-11,Chicken,215.0,Wednesday,2,2026
2026-02-12,Chicken,155.0,Thursday,2,2026
2026-02-13,Chicken,198.0,Friday,2,2026
2026-02-14,Chicken,932.0,Saturday,2,2026
2026-02-15,Chicken,567.0,Sunday,2,2026
2026-02-16,Chicken,496.0,Monday,2,2026
2026-02-17,Chicken,3431.0,Tuesday,2,2026
2026-02-18,Chicken,600.0,Wednesday,2,2026
2026-02-19,Chicken,264.0,Thursday,2,2026
2026-02-20,Chicken,137.0,Friday,2,2026
2026-02-21,Chicken,360.0,Saturday,2,2026
2026-02-22,Chicken,164.0,Sunday,2,2026
2026-02-23,Chicken,216.0,Monday,2,2026
2026-02-24,Chicken,1650.0,Tuesday,2,2026
2026-02-25,Chicken,976.0,Wednesday,2,2026
2026-02-26,Chicken,494.0,Thursday,2,2026
2026-02-27,Chicken,209.0,Friday,2,2026
2026-02-28,Chicken,659.0,Saturday,2,2026
2026-03-01,Chicken,288.0,Sunday,3,2026
2026-03-02,Chicken,312.0,Monday,3,2026
2026-03-03,Chicken,2361.0,Tuesday,3,2026
2026-03-04,Chicken,623.0,Wednesday,3,2026
2026-03-05,Chicken,639.0,Thursday,3,2026
2026-03-06,Chicken,271.0,Friday,3,2026
2026-03-07,Chicken,536.0,Saturday,3,2026
2026-03-08,Chicken,587.0,Sunday,3,2026
2026-03-09,Chicken,302.0,Monday,3,2026
2026-03-10,Chicken,2315.0,Tuesday,3,2026
2026-03-11,Chicken,1295.0,Wednesday,3,2026
2026-03-12,Chicken,445.0,Thursday,3,2026
2026-03-13,Chicken,357.0,Friday,3,2026
2026-03-14,Chicken,806.0,Saturday,3,2026
2026-03-15,Chicken,407.0,Sunday,3,2026
2026-03-16,Chicken,589.0,Monday,3,2026
2026-03-17,Chicken,1718.0,Tuesday,3,2026
2026-03-18,Chicken,752.0,Wednesday,3,2026
2026-03-19,Chicken,321.0,Thursday,3,2026
2026-03-20,Chicken,302.0,Friday,3,2026
2026-03-21,Chicken,401.0,Saturday,3,2026
2026-03-22,Chicken,293.0,Sunday,3,2026
2026-03-23,Chicken,301.0,Monday,3,2026
2026-03-24,Chicken,2668.0,Tuesday,3,2026
2026-03-25,Chicken,1011.0,Wednesday,3,2026
2026-03-26,Chicken,1771.0,Thursday,3,2026
2026-03-27,Chicken,895.0,Friday,3,2026
2026-03-28,Chicken,1101.0,Saturday,3,2026
2026-03-29,Chicken,634.0,Sunday,3,2026
2026-03-30,Chicken,584.0,Monday,3,2026
2026-03-31,Chicken,4068.0,Tuesday,3,2026
2026-04-01,Chicken,2127.0,Wednesday,4,2026
2026-04-02,Chicken,638.0,Thursday,4,2026
2026-04-03,Chicken,428.0,Friday,4,2026
2026-04-04,Chicken,784.0,Saturday,4,2026
2026-04-05,Chicken,372.0,Sunday,4,2026
2026-04-06,Chicken,624.0,Monday,4,2026
2026-04-07,Chicken,3246.0,Tuesday,4,2026
2026-04-08,Chicken,1225.0,Wednesday,4,2026
2026-04-09,Chicken,693.0,Thursday,4,2026
2026-04-10,Chicken,417.0,Friday,4,2026
2026-04-11,Chicken,1048.0,Saturday,4,2026
2026-04-12,Chicken,491.0,Sunday,4,2026
2026-04-13,Chicken,537.0,Monday,4,2026
2026-04-14,Chicken,2526.0,Tuesday,4,2026
2026-04-15,Chicken,1093.0,Wednesday,4,2026
2026-04-16,Chicken,742.0,Thursday,4,2026
2026-04-17,Chicken,460.0,Friday,4,2026
2026-04-18,Chicken,1095.0,Saturday,4,2026
2026-04-19,Chicken,522.0,Sunday,4,2026
2026-04-20,Chicken,442.0,Monday,4,2026
2026-04-21,Chicken,3414.0,Tuesday,4,2026
2026-04-22,Chicken,1314.0,Wednesday,4,2026
2026-04-23,Chicken,729.0,Thursday,4,2026
2026-04-24,Chicken,519.0,Friday,4,2026
2026-04-25,Chicken,872.0,Saturday,4,2026
2026-04-26,Chicken,471.0,Sunday,4,2026
2026-04-27,Chicken,573.0,Monday,4,2026
2026-04-28,Chicken,3395.0,Tuesday,4,2026
2026-04-29,Chicken,1746.0,Wednesday,4,2026
2026-04-30,Chicken,920.0,Thursday,4,2026
2026-05-01,Chicken,617.0,Friday,5,2026
2026-05-02,Chicken,1084.0,Saturday,5,2026
2026-05-03,Chicken,514.0,Sunday,5,2026
2026-05-04,Chicken,534.0,Monday,5,2026
2026-05-05,Chicken,3713.0,Tuesday,5,2026
2026-05-06,Chicken,1492.0,Wednesday,5,2026
2026-05-07,Chicken,666.0,Thursday,5,2026
2026-05-08,Chicken,494.0,Friday,5,2026
2026-05-09,Chicken,1025.0,Saturday,5,2026
2026-05-10,Chicken,626.0,Sunday,5,2026
2026-05-11,Chicken,657.0,Monday,5,2026
2026-05-12,Chicken,3616.0,Tuesday,5,2026
2026-05-13,Chicken,1435.0,Wednesday,5,2026
2025-01-01,Chicken Breast Strips,362.0,Wednesday,1,2025
2025-01-02,Chicken Breast Strips,301.0,Thursday,1,2025
2025-01-03,Chicken Breast Strips,183.0,Friday,1,2025
2025-01-04,Chicken Breast Strips,148.0,Saturday,1,2025
2025-01-05,Chicken Breast Strips,335.0,Sunday,1,2025
2025-01-06,Chicken Breast Strips,258.0,Monday,1,2025
2025-01-07,Chicken Breast Strips,3050.0,Tuesday,1,2025
2025-01-08,Chicken Breast Strips,362.0,Wednesday,1,2025
2025-01-09,Chicken Breast Strips,301.0,Thursday,1,2025
2025-01-10,Chicken Breast Strips,183.0,Friday,1,2025
2025-01-11,Chicken Breast Strips,148.0,Saturday,1,2025
2025-01-12,Chicken Breast Strips,335.0,Sunday,1,2025
2025-01-13,Chicken Breast Strips,258.0,Monday,1,2025
2025-01-14,Chicken Breast Strips,3050.0,Tuesday,1,2025
2025-01-15,Chicken Breast Strips,362.0,Wednesday,1,2025
2025-01-16,Chicken Breast Strips,301.0,Thursday,1,2025
2025-01-17,Chicken Breast Strips,183.0,Friday,1,2025
2025-01-18,Chicken Breast Strips,148.0,Saturday,1,2025
2025-01-19,Chicken Breast Strips,335.0,Sunday,1,2025
2025-01-20,Chicken Breast Strips,258.0,Monday,1,2025
2025-01-21,Chicken Breast Strips,3050.0,Tuesday,1,2025
2025-01-22,Chicken Breast Strips,362.0,Wednesday,1,2025
2025-01-23,Chicken Breast Strips,301.0,Thursday,1,2025
2025-01-24,Chicken Breast Strips,183.0,Friday,1,2025
2025-01-25,Chicken Breast Strips,148.0,Saturday,1,2025
2025-01-26,Chicken Breast Strips,335.0,Sunday,1,2025
2025-01-27,Chicken Breast Strips,258.0,Monday,1,2025
2025-01-28,Chicken Breast Strips,3050.0,Tuesday,1,2025
